City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
0,Port Alfred,ZA,2020-01-05 21:59:38,-33.59,26.89,69.01,90,50,1.01,scattered clouds,0.0,0.0
1,Bluff,AU,2020-01-05 22:00:17,-23.58,149.07,74.39,77,0,10.36,clear sky,0.0,0.0
2,Mataura,NZ,2020-01-05 21:57:03,-46.19,168.86,52.0,72,87,25.01,light rain,1.56,0.0
3,Mar Del Plata,AR,2020-01-05 21:58:09,-46.43,-67.52,69.57,33,100,6.33,overcast clouds,0.0,0.0
4,Ushuaia,AR,2020-01-05 21:58:03,-54.81,-68.31,50.0,66,75,25.28,broken clouds,0.0,0.0
5,Saint-Philippe,CA,2020-01-05 22:00:34,45.36,-73.48,23.0,73,90,8.05,overcast clouds,0.0,0.0
6,Kruisfontein,ZA,2020-01-05 22:00:57,-34.0,24.73,65.17,83,100,5.23,light rain,0.19,0.0
7,Rikitea,PF,2020-01-05 22:00:18,-23.12,-134.97,76.03,78,67,15.41,broken clouds,0.0,0.0
8,Nuevo Casas Grandes,MX,2020-01-05 22:04:37,30.42,-107.91,63.88,22,0,4.79,clear sky,0.0,0.0
9,Vera Cruz,BR,2020-01-05 22:04:37,-12.96,-38.61,80.6,83,75,12.75,broken clouds,0.0,0.0
10,Punta Arenas,CL,2020-01-05 21:57:02,-53.16,-70.91,55.4,54,75,27.51,broken clouds,0.0,0.0
11,Nanortalik,GL,2020-01-05 21:58:20,60.14,-45.24,26.4,70,0,11.77,clear sky,0.0,0.0
12,Samana,EC,2020-01-05 22:04:38,0.12,-76.97,89.6,58,75,2.24,broken clouds,0.0,0.0
13,Saint George,GR,2020-01-05 21:59:48,39.45,22.34,42.01,75,90,13.87,overcast clouds,0.0,0.0
14,Puerto Ayora,EC,2020-01-05 22:00:35,-0.74,-90.35,84.2,62,40,18.34,scattered clouds,0.0,0.0
15,Okahandja,NA,2020-01-05 22:04:39,-21.98,16.91,66.2,77,99,5.82,light rain,0.69,0.0
16,Provideniya,RU,2020-01-05 22:01:34,64.42,-173.23,-10.43,82,100,9.08,overcast clouds,0.0,0.0
17,Ilheus,BR,2020-01-05 22:04:39,-14.79,-39.05,82.4,88,20,9.17,few clouds,0.0,0.0
18,Chokurdakh,RU,2020-01-05 22:00:19,70.62,147.9,-21.48,99,84,3.83,broken clouds,0.0,0.0
19,Zheleznodorozhnyy,RU,2020-01-05 22:02:34,55.75,38.0,33.8,64,75,6.71,broken clouds,0.0,0.0
20,Tuktoyaktuk,CA,2020-01-05 22:00:49,69.44,-133.03,-22.0,74,90,9.17,overcast clouds,0.0,0.0
21,Poum,MK,2020-01-05 22:01:03,41.28,20.71,23.95,69,2,7.63,clear sky,0.0,0.0
22,Puerto Leguizamo,CO,2020-01-05 22:04:40,-0.19,-74.78,91.67,45,53,4.43,broken clouds,0.0,0.0
23,Lethem,GY,2020-01-05 22:04:41,3.38,-59.8,96.06,28,0,8.77,clear sky,0.0,0.0
24,Barrow,AR,2020-01-05 21:57:04,-38.31,-60.23,73.53,76,100,3.74,moderate rain,7.25,0.0
25,Touros,BR,2020-01-05 22:01:16,-5.2,-35.46,82.4,69,40,14.99,scattered clouds,0.0,0.0
26,Gamba,CN,2020-01-05 22:00:49,28.28,88.52,3.9,19,11,3.31,few clouds,0.0,0.0
27,Avarua,CK,2020-01-05 21:57:07,-21.21,-159.78,82.4,88,100,8.05,light rain,0.75,0.0
28,Busselton,AU,2020-01-05 21:57:07,-33.64,115.35,59.0,44,0,9.35,clear sky,0.0,0.0
29,Manadhoo,MV,2020-01-05 22:04:42,5.77,73.38,82.06,80,1,11.68,clear sky,0.0,0.0
30,Butaritari,KI,2020-01-05 22:00:35,3.07,172.79,85.28,76,100,15.26,moderate rain,3.81,0.0
31,Narsaq,GL,2020-01-05 22:01:40,60.91,-46.05,17.6,57,20,12.75,few clouds,0.0,0.0
32,Putina,PE,2020-01-05 22:04:43,-14.91,-69.87,51.8,71,90,12.75,overcast clouds,0.0,0.0
33,Moche,PE,2020-01-05 22:04:43,-8.17,-79.01,73.4,78,20,10.29,few clouds,0.0,0.0
34,Prince Rupert,CA,2020-01-05 22:04:43,54.32,-130.32,39.2,64,20,10.29,few clouds,0.0,0.0
35,Hithadhoo,MV,2020-01-05 21:57:26,-0.6,73.08,81.48,78,100,11.25,overcast clouds,0.0,0.0
36,Aksu,KZ,2020-01-05 22:02:18,52.04,76.93,10.4,92,90,4.47,fog,0.0,0.0
37,Esperance,AU,2020-01-05 21:59:40,-33.86,121.89,64.4,55,33,18.34,scattered clouds,0.0,0.0
38,Qaanaaq,GL,2020-01-05 21:57:35,77.48,-69.36,-25.65,47,0,4.12,clear sky,0.0,0.0
39,Saskylakh,RU,2020-01-05 21:57:03,71.97,114.09,-19.21,94,0,13.09,clear sky,0.0,0.0
40,Nongpoh,IN,2020-01-05 22:04:45,25.9,91.88,59.0,93,40,4.88,mist,0.0,0.0
41,Hermanus,ZA,2020-01-05 22:00:17,-34.42,19.24,64.0,90,100,11.03,overcast clouds,0.0,0.0
42,Manicore,BR,2020-01-05 22:04:45,-5.81,-61.3,87.08,67,96,1.34,light rain,0.25,0.0
43,Umba,RU,2020-01-05 22:04:46,66.69,34.34,24.1,72,33,20.8,scattered clouds,0.0,0.0
44,Pevek,RU,2020-01-05 21:58:31,69.7,170.27,-6.29,82,0,5.59,clear sky,0.0,0.0
45,Same,TL,2020-01-05 22:04:46,-9.0,125.65,69.42,84,100,5.26,overcast clouds,0.0,0.0
46,Kimbe,PG,2020-01-05 22:04:46,-5.56,150.15,77.5,88,100,2.04,overcast clouds,0.0,0.0
47,Salta,AR,2020-01-05 21:57:11,-24.79,-65.41,89.6,42,20,6.93,few clouds,0.0,0.0
48,Atar,MR,2020-01-05 22:01:25,20.52,-13.05,56.75,22,0,8.41,clear sky,0.0,0.0
49,Seoul,KR,2020-01-05 22:02:59,37.57,126.98,35.6,63,90,2.24,overcast clouds,0.0,0.0
50,Necochea,AR,2020-01-05 22:03:24,-38.55,-58.74,64.0,90,92,8.01,overcast clouds,0.0,0.0
51,Avera,US,2020-01-05 22:01:36,33.19,-82.53,57.2,37,1,8.05,clear sky,0.0,0.0
52,Blagoveshchensk,RU,2020-01-05 22:04:48,50.29,127.53,-13.0,75,100,2.19,overcast clouds,0.0,0.0
53,Australind,AU,2020-01-05 22:04:48,-33.28,115.72,60.01,44,0,9.35,clear sky,0.0,0.0
54,Albany,US,2020-01-05 21:57:05,42.65,-73.75,33.01,68,90,11.41,overcast clouds,0.0,0.0
55,Carnarvon,ZA,2020-01-05 21:58:44,-30.97,22.13,66.76,29,24,10.56,few clouds,0.0,0.0
56,Norman Wells,CA,2020-01-05 21:58:06,65.28,-126.83,-25.6,74,40,2.24,scattered clouds,0.0,0.0
57,Bulaevo,KZ,2020-01-05 22:04:49,54.91,70.44,13.03,94,90,11.79,overcast clouds,0.0,0.0
58,Vostok,RU,2020-01-05 22:04:03,46.45,135.83,-5.44,98,90,3.24,overcast clouds,0.0,0.0
59,Cidreira,BR,2020-01-05 21:57:20,-30.17,-50.22,74.61,82,0,19.3,clear sky,0.0,0.0
60,Saint-Augustin,CA,2020-01-05 22:01:56,45.63,-73.98,21.2,61,75,5.82,broken clouds,0.0,0.0
61,Gat,SN,2020-01-05 21:58:39,14.69,-16.54,75.2,56,0,12.75,dust,0.0,0.0
62,Portland,US,2020-01-05 22:04:50,43.66,-70.25,30.99,58,1,16.11,clear sky,0.0,0.0
63,Chicama,PE,2020-01-05 22:00:44,-7.84,-79.15,73.4,78,20,10.29,few clouds,0.0,0.0
64,Yangambi,CD,2020-01-05 22:04:50,0.77,24.47,70.2,92,100,2.77,overcast clouds,0.0,0.0
65,Fatsa,TR,2020-01-05 22:04:51,41.03,37.5,41.0,86,20,3.36,few clouds,0.0,0.0
66,Bambous Virieux,MU,2020-01-05 22:00:29,-20.34,57.76,73.4,100,75,9.17,heavy intensity rain,0.0,0.0
67,Cap-Aux-Meules,CA,2020-01-05 22:01:20,47.38,-61.86,28.4,86,90,33.33,light snow,0.0,0.0
68,Muisne,EC,2020-01-05 22:00:17,0.61,-80.02,78.8,88,90,6.93,shower rain,0.0,0.0
69,Zilair,RU,2020-01-05 22:04:52,52.23,57.44,15.13,96,89,3.62,light snow,0.0,0.13
70,Touba,SN,2020-01-05 22:04:52,14.86,-15.88,75.2,27,0,10.29,clear sky,0.0,0.0
71,Katsuura,JP,2020-01-05 21:57:25,33.93,134.5,35.6,80,40,8.05,scattered clouds,0.0,0.0
72,Fort Saint James,CA,2020-01-05 22:01:33,54.43,-124.25,27.48,77,8,10.56,clear sky,0.0,0.0
73,Fort Nelson,CA,2020-01-05 22:04:52,58.81,-122.69,-9.4,69,90,12.75,light snow,0.0,0.0
74,Monroe,US,2020-01-05 22:02:26,41.91,-83.4,37.99,86,90,9.17,light rain,0.0,0.0
75,Tomohon,ID,2020-01-05 22:04:53,1.33,124.84,75.2,94,20,1.83,few clouds,0.0,0.0
76,Guerrero Negro,MX,2020-01-05 21:57:19,27.97,-114.04,72.99,23,0,7.16,clear sky,0.0,0.0
77,Saint-Pierre,FR,2020-01-05 21:58:30,48.95,4.24,33.8,100,0,4.7,clear sky,0.0,0.0
78,San Cristobal,HN,2020-01-05 21:58:34,14.68,-86.92,69.13,77,96,10.8,overcast clouds,0.0,0.0
79,Krasnaya Gorbatka,RU,2020-01-05 22:04:54,55.87,41.76,22.86,94,0,5.41,clear sky,0.0,0.0
80,Saint-Francois,FR,2020-01-05 22:01:08,46.42,3.91,35.01,92,0,3.36,clear sky,0.0,0.0
81,Bredasdorp,ZA,2020-01-05 21:57:05,-34.53,20.04,66.2,68,100,8.05,overcast clouds,0.0,0.0
82,Kaitangata,NZ,2020-01-05 21:59:37,-46.28,169.85,53.01,64,80,23.0,light rain,1.19,0.0
83,Cape Town,ZA,2020-01-05 22:00:24,-33.93,18.42,66.99,82,75,3.36,broken clouds,0.0,0.0
84,Babadag,RO,2020-01-05 22:04:55,44.89,28.72,32.0,79,96,12.75,overcast clouds,0.0,0.0
85,Codrington,AU,2020-01-05 21:57:55,-28.95,153.24,78.01,73,75,4.7,broken clouds,0.0,0.0
86,Itaituba,BR,2020-01-05 21:57:36,-4.26,-55.99,84.2,79,20,9.17,shower rain,0.0,0.0
87,Georgetown,GY,2020-01-05 21:58:51,6.8,-58.16,84.2,61,0,6.93,clear sky,0.0,0.0
88,Ballina,IE,2020-01-05 22:04:56,54.11,-9.15,52.0,88,100,14.0,overcast clouds,0.0,0.0
89,Severo-Kurilsk,RU,2020-01-05 21:57:12,50.68,156.12,19.35,93,100,14.85,snow,0.0,7.06
90,Faanui,PF,2020-01-05 22:00:40,-16.48,-151.75,81.57,75,37,9.42,scattered clouds,0.0,0.0
91,Dikson,RU,2020-01-05 22:00:21,73.51,80.55,17.56,91,95,20.65,light snow,0.0,0.19
92,Nuuk,GL,2020-01-05 22:03:08,64.17,-51.74,14.0,85,90,17.22,light snow,0.0,0.0
93,Yellowknife,CA,2020-01-05 22:00:16,62.45,-114.38,-13.0,75,20,6.93,few clouds,0.0,0.0
94,San Vicente,EC,2020-01-05 22:04:00,-0.59,-80.41,78.8,78,75,5.82,broken clouds,0.0,0.0
95,Jacareacanga,BR,2020-01-05 22:03:04,-6.22,-57.76,76.55,96,100,2.93,moderate rain,3.75,0.0
96,Mitsamiouli,KM,2020-01-05 22:01:08,-11.38,43.28,82.4,74,75,4.7,broken clouds,0.0,0.0
97,Athabasca,CA,2020-01-05 22:00:11,54.72,-113.29,23.94,76,88,14.25,overcast clouds,0.0,0.0
98,Jamestown,AU,2020-01-05 21:57:08,-33.21,138.6,56.25,87,89,5.93,light rain,2.19,0.0
99,Port Hardy,CA,2020-01-05 21:58:01,50.7,-127.42,37.4,93,40,8.05,scattered clouds,0.0,0.0
100,Chuy,UY,2020-01-05 22:01:09,-33.69,-53.46,75.31,63,0,13.76,clear sky,0.0,0.0
101,Naze,NG,2020-01-05 22:00:16,5.43,7.07,75.2,73,82,4.21,dust,0.0,0.0
102,Atuona,PF,2020-01-05 21:58:15,-9.8,-139.03,80.56,67,0,4.74,clear sky,0.0,0.0
103,Buala,SB,2020-01-05 22:05:00,-8.15,159.59,82.31,81,69,8.99,broken clouds,0.0,0.0
104,Soe,EE,2020-01-05 22:05:00,57.91,26.05,27.0,79,100,6.93,overcast clouds,0.0,0.0
105,Port Elizabeth,US,2020-01-05 21:57:06,39.31,-74.98,41.0,51,90,8.05,overcast clouds,0.0,0.0
106,Zhuhai,CN,2020-01-05 22:05:01,40.71,112.04,26.6,68,40,13.42,scattered clouds,0.0,0.0
107,Hasaki,JP,2020-01-05 21:57:05,35.73,140.83,33.8,69,20,5.82,few clouds,0.0,0.0
108,Tacuati,PY,2020-01-05 22:05:02,-23.46,-56.74,89.78,42,86,2.68,overcast clouds,0.0,0.0
109,Victoria,BN,2020-01-05 21:57:09,5.28,115.24,80.6,83,75,4.7,broken clouds,0.0,0.0
110,Port Lincoln,AU,2020-01-05 21:58:34,-34.72,135.86,61.3,76,78,10.56,broken clouds,0.0,0.0
111,Magadan,RU,2020-01-05 22:05:02,59.56,150.8,14.97,65,94,8.97,overcast clouds,0.0,0.0
112,Fallon,US,2020-01-05 22:05:03,46.84,-105.12,39.0,51,1,9.17,clear sky,0.0,0.0
113,New Norfolk,AU,2020-01-05 21:57:11,-42.78,147.06,64.0,58,20,3.36,few clouds,0.0,0.0
114,Horta,BR,2020-01-05 22:05:04,-10.93,-37.66,82.4,74,20,11.41,few clouds,0.0,0.0
115,Oistins,BB,2020-01-05 21:56:29,13.07,-59.53,77.0,78,75,11.41,broken clouds,0.0,0.0
116,Padang,ID,2020-01-05 21:58:47,-0.92,100.36,68.95,85,13,6.17,few clouds,0.0,0.0
117,Bossangoa,CF,2020-01-05 22:05:04,6.5,17.45,72.57,28,0,3.78,clear sky,0.0,0.0
118,Hobart,AU,2020-01-05 21:58:00,-42.88,147.33,64.0,58,20,3.36,few clouds,0.0,0.0
119,Champerico,MX,2020-01-05 22:04:02,16.38,-93.6,77.0,50,20,17.22,few clouds,0.0,0.0
120,Sitges,ES,2020-01-05 22:05:05,41.24,1.82,52.0,81,0,11.41,clear sky,0.0,0.0
121,Bad Sackingen,DE,2020-01-05 22:05:05,47.55,7.95,35.01,92,20,2.24,few clouds,0.0,0.0
122,Lagunas,PE,2020-01-05 22:05:06,-5.23,-75.68,92.07,49,87,4.14,overcast clouds,0.0,0.0
123,Palencia,ES,2020-01-05 22:05:06,42.01,-4.53,33.01,100,90,2.24,light rain,0.0,0.0
124,Chernyshevskiy,RU,2020-01-05 22:05:06,63.01,112.47,9.79,93,100,9.42,light snow,0.0,0.31
125,Pombia,GR,2020-01-05 22:05:06,35.01,24.87,51.8,37,75,8.05,light rain,0.0,0.0
126,Margarita,GR,2020-01-05 22:05:07,40.88,22.03,42.01,71,100,14.99,light rain,0.0,0.0
127,Saldanha,PT,2020-01-05 21:58:15,41.42,-6.55,38.03,75,7,0.6,clear sky,0.0,0.0
128,Pyshchug,RU,2020-01-05 22:05:07,58.89,45.71,23.07,97,88,5.48,overcast clouds,0.0,0.0
129,Santa Barbara,US,2020-01-05 22:04:37,34.42,-119.7,68.0,63,75,9.17,broken clouds,0.0,0.0
130,Koygorodok,RU,2020-01-05 22:05:08,60.44,51.01,19.63,96,97,5.35,light snow,0.0,0.13
131,Katangli,RU,2020-01-05 22:05:08,51.71,143.23,19.83,94,100,5.7,light snow,0.0,0.38
132,Pag,HR,2020-01-05 22:05:08,44.45,15.06,37.4,29,0,4.7,clear sky,0.0,0.0
133,Ketchikan,US,2020-01-05 21:58:28,55.34,-131.65,35.6,83,20,10.29,few clouds,0.0,0.0
134,Cascais,PT,2020-01-05 22:05:09,38.7,-9.42,53.01,81,0,2.24,clear sky,0.0,0.0
135,Namibe,AO,2020-01-05 22:05:09,-15.19,12.15,73.89,90,79,11.88,broken clouds,0.0,0.0
136,Denpasar,ID,2020-01-05 22:00:43,-8.65,115.22,80.6,94,75,13.87,broken clouds,0.0,0.0
137,Abha,SA,2020-01-05 22:05:10,18.22,42.5,59.0,87,20,6.93,few clouds,0.0,0.0
138,Acapulco,MX,2020-01-05 22:00:59,16.86,-99.88,84.2,74,40,8.05,scattered clouds,0.0,0.0
139,Vaini,IN,2020-01-05 22:00:16,15.34,74.49,66.11,79,0,6.89,clear sky,0.0,0.0
140,Sao Filipe,CV,2020-01-05 21:58:17,14.9,-24.5,70.7,67,32,16.08,scattered clouds,0.0,0.0
141,Saint-Georges,CA,2020-01-05 21:58:47,46.12,-70.67,17.01,37,100,10.0,light snow,0.0,0.13
142,Bartlesville,US,2020-01-05 22:05:11,36.75,-95.98,61.0,24,1,10.29,clear sky,0.0,0.0
143,Nikolskoye,RU,2020-01-05 22:00:44,59.7,30.79,24.01,79,81,3.47,broken clouds,0.0,0.0
144,Cabo San Lucas,MX,2020-01-05 22:01:22,22.89,-109.91,81.0,57,75,6.93,broken clouds,0.0,0.0
145,Corpus Christi,US,2020-01-05 22:01:04,27.8,-97.4,77.0,49,1,13.87,clear sky,0.0,0.0
146,Mount Isa,AU,2020-01-05 22:00:25,-20.73,139.49,87.8,45,27,8.05,light rain,0.25,0.0
147,Bethel,US,2020-01-05 22:05:12,60.79,-161.76,-16.6,74,1,6.93,clear sky,0.0,0.0
148,Bathsheba,BB,2020-01-05 21:58:30,13.22,-59.52,77.0,78,75,11.41,broken clouds,0.0,0.0
149,Naron,ES,2020-01-05 22:05:13,43.52,-8.15,43.0,100,0,4.7,fog,0.0,0.0
150,Lodja,CD,2020-01-05 22:05:13,-3.52,23.6,68.59,97,100,0.47,overcast clouds,0.0,0.0
151,Tasiilaq,GL,2020-01-05 22:00:16,65.61,-37.64,24.06,93,100,30.44,snow,0.0,3.94
152,Thompson,CA,2020-01-05 21:57:09,55.74,-97.86,6.8,84,90,9.17,light snow,0.0,0.0
153,Leningradskiy,RU,2020-01-05 21:58:02,69.38,178.42,-11.0,51,0,1.83,clear sky,0.0,0.0
154,Isangel,VU,2020-01-05 21:58:06,-19.55,169.27,84.2,62,20,17.22,few clouds,0.0,0.0
155,Presidencia Roque Saenz Pena,AR,2020-01-05 22:05:14,-26.79,-60.44,100.11,14,0,6.64,clear sky,0.0,0.0
156,Madanapalle,IN,2020-01-05 22:05:15,13.56,78.5,65.03,98,72,2.26,broken clouds,0.0,0.0
157,Tazovskiy,RU,2020-01-05 22:01:03,67.47,78.7,14.52,91,17,16.73,few clouds,0.0,0.0
158,East London,ZA,2020-01-05 21:57:10,-33.02,27.91,73.44,75,90,4.63,overcast clouds,0.0,0.0
159,Sokolo,ML,2020-01-05 22:05:15,14.74,-6.12,65.77,15,0,10.16,clear sky,0.0,0.0
160,Hamilton,CA,2020-01-05 22:01:13,43.26,-79.87,36.0,80,75,5.82,broken clouds,0.0,0.0
161,Jiuquan,CN,2020-01-05 22:05:16,39.73,98.49,15.33,62,26,2.66,scattered clouds,0.0,0.0
162,Usinsk,RU,2020-01-05 22:05:16,66.0,57.56,8.56,95,11,11.59,few clouds,0.0,0.0
163,Kavieng,PG,2020-01-05 21:57:40,-2.57,150.8,84.27,73,56,7.54,light rain,2.0,0.0
164,Kapaa,US,2020-01-05 21:57:44,22.08,-159.32,80.6,74,40,16.11,scattered clouds,0.0,0.0
165,Brandon,US,2020-01-05 22:05:08,43.59,-96.57,37.4,81,1,17.22,clear sky,0.0,0.0
166,Ischia,IT,2020-01-05 22:05:17,46.03,11.25,43.0,43,0,3.36,clear sky,0.0,0.0
167,Clyde River,CA,2020-01-05 21:58:06,70.47,-68.59,-38.2,58,1,5.82,clear sky,0.0,0.0
168,Tucuman,PE,2020-01-05 22:05:18,-17.17,-70.89,63.12,50,96,12.37,light rain,0.94,0.0
169,Kavaratti,IN,2020-01-05 21:58:42,10.57,72.64,79.97,63,0,3.85,clear sky,0.0,0.0
170,Tefe,BR,2020-01-05 22:05:18,-3.35,-64.71,91.4,59,20,6.93,few clouds,0.0,0.0
171,Tiznit,MA,2020-01-05 22:05:18,29.7,-9.73,52.34,73,0,1.23,clear sky,0.0,0.0
172,Yerbogachen,RU,2020-01-05 22:00:41,61.28,108.01,5.65,92,100,10.6,overcast clouds,0.0,0.0
173,Upernavik,GL,2020-01-05 22:00:19,72.79,-56.15,-29.87,88,100,11.86,overcast clouds,0.0,0.0
174,Marawi,PH,2020-01-05 21:58:20,8.0,124.29,71.01,89,33,8.01,scattered clouds,0.0,0.0
175,Kampong Thum,KH,2020-01-05 22:05:19,12.71,104.89,67.06,79,0,5.97,clear sky,0.0,0.0
176,Tilichiki,RU,2020-01-05 21:58:43,60.47,166.1,-11.27,63,0,6.96,clear sky,0.0,0.0
177,Kungurtug,RU,2020-01-05 22:05:20,50.6,97.53,-5.15,83,0,2.39,clear sky,0.0,0.0
178,Paamiut,GL,2020-01-05 22:00:57,61.99,-49.67,19.17,93,100,11.92,light snow,0.0,1.31
179,Inhambane,MZ,2020-01-05 22:05:20,-23.87,35.38,79.34,80,0,14.29,clear sky,0.0,0.0
180,Noumea,NC,2020-01-05 22:00:13,-22.28,166.46,84.2,48,0,4.7,light rain,0.13,0.0
181,Waingapu,ID,2020-01-05 22:01:22,-9.65,120.26,84.0,76,90,25.01,light rain,0.13,0.0
182,Cheremukhovo,RU,2020-01-05 22:05:21,56.23,46.23,25.79,91,88,5.99,overcast clouds,0.0,0.0
183,Coihaique,CL,2020-01-05 21:58:56,-45.58,-72.07,57.2,62,75,8.05,broken clouds,0.0,0.0
184,Margate,AU,2020-01-05 21:57:42,-43.03,147.26,64.0,58,20,3.36,few clouds,0.0,0.0
185,Aklavik,CA,2020-01-05 22:01:10,68.22,-135.01,-16.6,68,90,6.93,light snow,0.0,0.0
